7.599999999999999645e+00,5.000000000000017764e-01,1.067000000000000028e+02,-2.899999999999999467e+00
1.349999999999999645e+01,2.600000000000002309e+00,1.107000000000000028e+02,2.900000000000003908e+00
1.270000000000000107e+01,1.022000000000000028e+02,2.100000000000001421e+00,-4.300000000000000711e+00
1.499999999999998224e+01,1.227000000000000028e+02,2.000000000000002665e+00,2.664535259100375697e-15
1.440000000000000391e+01,8.000000000000003553e+00,1.096000000000000085e+02,6.999999999999998224e+00
-9.999999999999986677e-01,5.700000000000000178e+00,6.200000000000001066e+00,1.117999999999999972e+02
6.100000000000001421e+00,1.135999999999999943e+02,7.900000000000001243e+00,5.600000000000002309e+00
1.137000000000000028e+02,2.800000000000002043e+00,-5.000000000000000000e+00,4.400000000000005684e+00
1.156000000000000085e+02,7.600000000000001421e+00,7.899999999999997691e+00,1.060000000000000142e+01
1.156000000000000085e+02,-1.999999999999975131e-01,2.400000000000001243e+00,-3.400000000000018119e+00
1.459999999999999609e+01,-2.600000000000003197e+00,1.129000000000000057e+02,6.900000000000003908e+00
-7.900000000000007461e+00,5.000000000000017764e-01,2.700000000000000178e+00,1.042999999999999972e+02
1.150000000000000178e+01,6.400000000000002132e+00,1.135000000000000000e+02,3.000000000000002220e+00
6.100000000000002309e+00,7.000000000000000888e+00,4.000000000000000888e+00,1.130000000000000000e+02
2.129999999999998650e+01,-9.900000000000083844e+00,3.200000000000001954e+00,1.062999999999999972e+02
-5.200000000000015277e+00,-5.500000000000007105e+00,-1.399999999999997868e+01,8.589999999999993463e+01
1.142000000000000028e+02,3.200000000000000622e+00,-8.600000000000010303e+00,7.900000000000003908e+00
9.700000000000004619e+00,-1.899999999999994138e+00,5.800000000000004263e+00,1.116000000000000085e+02
7.400000000000000355e+00,1.039000000000000057e+02,6.899999999999999467e+00,1.540000000000000213e+01
1.105000000000000000e+02,-5.999999999999996447e-01,-1.530000000000000782e+01,8.699999999999997513e+00
5.700000000000000178e+00,1.139000000000000057e+02,3.600000000000003642e+00,-2.700000000000001066e+00
1.589999999999999858e+01,1.167000000000000028e+02,1.040000000000000213e+01,9.999999999999996447e+00
3.600000000000000533e+00,1.095999999999999943e+02,9.800000000000000711e+00,7.700000000000001066e+00
1.230000000000000426e+01,3.200000000000003730e+00,1.082000000000000028e+02,3.300000000000003819e+00
